what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925446395
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925447384
error,log,,,"SOPC design not set.",1415925447398
error,log,,,"CPU module not set.",1415925447400
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415925447401
error,log,,,"CPU architecture type not set. ",1415925447403
error,log,,,"CPU master group not set.",1415925447403
error,log,,,"SOPC design not set.",1415925447502
error,log,,,"CPU module not set.",1415925447502
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415925447503
error,log,,,"CPU architecture type not set. ",1415925447503
error,log,,,"CPU master group not set.",1415925447503
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415925447618
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1415925450909
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415925456886
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925479810
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925489962
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415925489996
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415925492236
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415925498678
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415925511148
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415925514763
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415925517755
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925519575
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925520357
