what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415921284874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415921286533
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415921287358
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415921287372
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415921292833
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415921294542
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415921298535
error,log,,,"SOPC design not set.",1415921298558
error,log,,,"CPU module not set.",1415921298560
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415921298562
error,log,,,"CPU architecture type not set. ",1415921298563
error,log,,,"CPU master group not set.",1415921298564
error,log,,,"SOPC design not set.",1415921298673
error,log,,,"CPU module not set.",1415921298673
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415921298674
error,log,,,"CPU architecture type not set. ",1415921298674
error,log,,,"CPU master group not set.",1415921298674
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415921298787
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1415921302076
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415921308025
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415921337567
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415921363272
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415921366003
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1415921390548
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1415921390757
