what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1415890285099
error,log,,,"CPU module not set.",1415890285099
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415890285115
error,log,,,"CPU architecture type not set. ",1415890285115
error,log,,,"CPU master group not set.",1415890285115
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415890285224
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1415890288717
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415890295178
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415890304195
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415890330419
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415890436764
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415890525684
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1415890542282
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415890543624
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415890551455
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890552329
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890553296
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890553311
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890583903
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1415890589566
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415890591547
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415890598489
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415890604214
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1415890619190
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415890620251
