what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925618987
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925623379
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415925624184
error,log,,,"SOPC design not set.",1415925624214
error,log,,,"CPU module not set.",1415925624216
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415925624218
error,log,,,"CPU architecture type not set. ",1415925624219
error,log,,,"CPU master group not set.",1415925624219
error,log,,,"SOPC design not set.",1415925624317
error,log,,,"CPU module not set.",1415925624317
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415925624318
error,log,,,"CPU architecture type not set. ",1415925624318
error,log,,,"CPU master group not set.",1415925624318
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415925624435
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1415925627704
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415925630481
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1415925644428
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415925646683
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415925647031
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415925650005
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415925663446
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415925665454
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1415925668103
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415925668886
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415925669951
