what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415895157737
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415895158564
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415895174023
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1415895180809
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415895188126
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415895192384
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415895196706
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415895202696
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415895210012
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895245892
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895246891
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895247593
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895250171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895257554
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895264824
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895269005
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895271795
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415895282450
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895284384
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895287956
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895290640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895292292
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895293082
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415895298832
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415895300080
