what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1415891040767
error,log,,,"SOPC design not set.",1415891040861
error,log,,,"CPU module not set.",1415891040861
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415891040876
error,log,,,"CPU architecture type not set. ",1415891040876
error,log,,,"CPU master group not set.",1415891040876
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415891040970
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1415891044435
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415891051349
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415891060896
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415891140160
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1415891144606
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1415891149114
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415891150019
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415891167974
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415891168801
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415891168817
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415891201655
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415891219158
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415891220390
error,log,,,"SOPC design not set.",1415891220430
error,log,,,"CPU module not set.",1415891220440
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415891220440
error,log,,,"CPU architecture type not set. ",1415891220450
error,log,,,"CPU master group not set.",1415891220450
