what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415889839008
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415889857805
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415889859053
error,log,,,"SOPC design not set.",1415889859100
error,log,,,"CPU module not set.",1415889859116
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415889859116
error,log,,,"CPU architecture type not set. ",1415889859116
error,log,,,"CPU master group not set.",1415889859131
error,log,,,"SOPC design not set.",1415889859209
error,log,,,"CPU module not set.",1415889859209
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1415889859225
error,log,,,"CPU architecture type not set. ",1415889859241
error,log,,,"CPU master group not set.",1415889859241
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415889859319
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1415889862939
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415889869229
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1415889930037
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1415890083385
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890084352
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890086131
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890086146
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890119468
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890137377
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1415890137533
error,log,,,"SOPC design not set.",1415890138531
